year,CO2 [ppm],seasonally adjusted [ppm],fit [ppm],seasonally adjusted fit [ppm],CO2 filled [ppm],seasonally adjusted filled [ppm]
1994.3333333333333,361.69,358.53,361.74,358.59,361.69,358.53
1994.4166666666667,360.94,358.56,361.13,358.76,360.94,358.56
1994.5,359.55,358.78,359.66,358.92,359.55,358.78
1994.5833333333333,357.48,358.9,357.64,359.1,357.48,358.9
1994.6666666666667,355.84,359.09,356.01,359.27,355.84,359.09
1994.75,356.0,359.36,356.1,359.45,356.0,359.36
1994.8333333333333,357.58,359.69,357.55,359.63,357.58,359.69
1994.9166666666667,359.04,359.9,358.97,359.81,359.04,359.9
1995.0,359.97,359.94,360.04,359.99,359.97,359.94
1995.0833333333333,361.0,360.31,360.88,360.18,361.0,360.31
1995.1666666666667,361.64,360.19,361.79,360.33,361.64,360.19
1995.25,363.45,360.84,363.14,360.51,363.45,360.84
1995.3333333333333,363.8,360.63,363.83,360.67,363.8,360.63
1995.4166666666667,363.26,360.87,363.21,360.84,363.26,360.87
1995.5,361.89,361.12,361.73,360.99,361.89,361.12
1995.5833333333333,359.45,360.88,359.7,361.15,359.45,360.88
1995.6666666666667,358.05,361.31,358.04,361.32,358.05,361.31
1995.75,357.75,361.13,358.11,361.47,357.75,361.13
1995.8333333333333,359.56,361.68,359.54,361.63,359.56,361.68
1995.9166666666667,360.7,361.57,360.94,361.79,360.7,361.57
1996.0,362.05,362.02,361.98,361.94,362.05,362.02
1996.0833333333333,363.24,362.55,362.79,362.09,363.24,362.55
1996.1666666666667,364.02,362.55,363.7,362.21,364.02,362.55
1996.25,364.71,362.07,365.0,362.34,364.71,362.07
1996.3333333333333,365.41,362.24,365.62,362.45,365.41,362.24
1996.4166666666667,364.97,362.59,364.92,362.56,364.97,362.59
1996.5,363.65,362.9,363.37,362.66,363.65,362.9
1996.5833333333333,361.48,362.94,361.26,362.75,361.48,362.94
1996.6666666666667,359.45,362.73,359.54,362.84,359.45,362.73
1996.75,359.61,362.99,359.55,362.91,359.61,362.99
1996.8333333333333,360.76,362.87,360.9,362.99,360.76,362.87
1996.9166666666667,362.33,363.2,362.22,363.07,362.33,363.2
1997.0,363.18,363.15,363.2,363.15,363.18,363.15
1997.0833333333333,363.99,363.29,363.95,363.24,363.99,363.29
1997.1666666666667,364.56,363.11,364.79,363.33,364.56,363.11
1997.25,366.36,363.73,366.08,363.43,366.36,363.73
1997.3333333333333,366.8,363.62,366.73,363.55,366.8,363.62
1997.4166666666667,365.63,363.22,366.07,363.68,365.63,363.22
1997.5,364.47,363.69,364.58,363.83,364.47,363.69
1997.5833333333333,362.5,363.93,362.54,364.01,362.5,363.93
1997.6666666666667,360.19,363.47,360.91,364.21,360.19,363.47
1997.75,360.78,364.17,361.04,364.42,360.78,364.17
1997.8333333333333,362.43,364.56,362.56,364.67,362.43,364.56
1997.9166666666667,364.28,365.15,364.06,364.92,364.28,365.15
1998.0,365.33,365.3,365.23,365.19,365.33,365.3
1998.0833333333333,366.15,365.45,366.17,365.46,366.15,365.45
1998.1666666666667,367.31,365.85,367.19,365.71,367.31,365.85
1998.25,368.61,365.98,368.64,365.99,368.61,365.98
1998.3333333333333,369.3,366.11,369.44,366.25,369.3,366.11
1998.4166666666667,368.88,366.46,368.91,366.51,368.88,366.46
1998.5,367.64,366.86,367.5,366.75,367.64,366.86
1998.5833333333333,365.78,367.21,365.51,366.99,365.78,367.21
1998.6666666666667,363.9,367.19,363.9,367.2,363.9,367.19
1998.75,364.23,367.64,364.0,367.4,364.23,367.64
1998.8333333333333,365.46,367.59,365.46,367.57,365.46,367.59
1998.9166666666667,366.97,367.84,366.86,367.72,366.97,367.84
1999.0,368.15,368.12,367.9,367.85,368.15,368.12
1999.0833333333333,368.87,368.17,368.68,367.97,368.87,368.17
1999.1666666666667,369.59,368.12,369.53,368.05,369.59,368.12
1999.25,371.14,368.5,370.8,368.13,371.14,368.5
1999.3333333333333,371.0,367.8,371.41,368.2,371.0,367.8
1999.4166666666667,370.35,367.93,370.68,368.27,370.35,367.93
1999.5,369.27,368.49,369.09,368.34,369.27,368.49
1999.5833333333333,366.93,368.37,366.93,368.41,366.93,368.37
1999.6666666666667,364.64,367.94,365.17,368.49,364.64,367.94
1999.75,365.13,368.55,365.16,368.56,365.13,368.55
1999.8333333333333,366.68,368.82,366.53,368.65,366.68,368.82
1999.9166666666667,368.0,368.88,367.87,368.74,368.0,368.88
2000.0,369.14,369.1,368.87,368.83,369.14,369.1
2000.0833333333333,369.46,368.75,369.64,368.92,369.46,368.75
2000.1666666666667,370.51,369.02,370.53,369.02,370.51,369.02
2000.25,371.66,368.98,371.82,369.12,371.66,368.98
2000.3333333333333,371.83,368.62,372.45,369.24,371.83,368.62
2000.4166666666667,371.69,369.28,371.76,369.37,371.69,369.28
2000.5,370.12,369.36,370.23,369.5,370.12,369.36
2000.5833333333333,368.12,369.59,368.14,369.65,368.12,369.59
2000.6666666666667,366.62,369.94,366.46,369.8,366.62,369.94
2000.75,366.73,370.15,366.52,369.94,366.73,370.15
2000.8333333333333,368.29,370.43,367.96,370.08,368.29,370.43
2000.9166666666667,369.53,370.4,369.34,370.21,369.53,370.4
2001.0,370.28,370.25,370.38,370.33,370.28,370.25
2001.0833333333333,371.5,370.79,371.17,370.45,371.5,370.79
2001.1666666666667,372.12,370.65,372.05,370.56,372.12,370.65
2001.25,372.86,370.2,373.36,370.68,372.86,370.2
2001.3333333333333,374.02,370.8,374.02,370.8,374.02,370.8
2001.4166666666667,373.31,370.87,373.35,370.93,373.31,370.87
2001.5,371.62,370.83,371.82,371.06,371.62,370.83
2001.5833333333333,369.55,371.0,369.72,371.21,369.55,371.0
2001.6666666666667,367.96,371.28,368.02,371.36,367.96,371.28
2001.75,368.09,371.54,368.09,371.51,368.09,371.54
2001.8333333333333,369.68,371.84,369.55,371.68,369.68,371.84
2001.9166666666667,371.24,372.12,370.97,371.84,371.24,372.12
2002.0,372.44,372.4,372.06,372.01,372.44,372.4
2002.0833333333333,373.08,372.37,372.9,372.18,373.08,372.37
2002.1666666666667,373.52,372.04,373.83,372.34,373.52,372.04
2002.25,374.85,372.19,375.22,372.53,374.85,372.19
2002.3333333333333,375.55,372.32,375.95,372.72,375.55,372.32
2002.4166666666667,375.4,372.95,375.36,372.93,375.4,372.95
2002.5,374.02,373.23,373.9,373.14,374.02,373.23
2002.5833333333333,371.48,372.94,371.88,373.37,371.48,372.94
2002.6666666666667,370.7,374.03,370.25,373.6,370.7,374.03
2002.75,370.25,373.7,370.39,373.83,370.25,373.7
2002.8333333333333,372.08,374.24,371.93,374.06,372.08,374.24
2002.9166666666667,373.78,374.67,373.42,374.29,373.78,374.67
2003.0,374.68,374.65,374.56,374.51,374.68,374.65
2003.0833333333333,375.62,374.91,375.45,374.73,375.62,374.91
2003.1666666666667,376.11,374.63,376.42,374.92,376.11,374.63
2003.25,377.65,374.97,377.83,375.13,377.65,374.97
2003.3333333333333,378.35,375.11,378.58,375.34,378.35,375.11
2003.4166666666667,378.13,375.67,377.97,375.54,378.13,375.67
2003.5,376.61,375.81,376.49,375.73,376.61,375.81
2003.5833333333333,374.48,375.94,374.43,375.92,374.48,375.94
2003.6666666666667,372.98,376.32,372.74,376.1,372.98,376.32
2003.75,373.0,376.46,372.82,376.27,373.0,376.46
2003.8333333333333,374.35,376.51,374.28,376.43,374.35,376.51
2003.9166666666667,375.69,376.58,375.7,376.57,375.69,376.58
2004.0,376.79,376.75,376.76,376.71,376.79,376.75
2004.0833333333333,377.36,376.65,377.57,376.85,377.36,376.65
2004.1666666666667,378.39,376.88,378.49,376.96,378.39,376.88
2004.25,380.5,377.79,379.81,377.08,380.5,377.79
2004.3333333333333,380.62,377.36,380.45,377.2,380.62,377.36
2004.4166666666667,379.55,377.11,379.73,377.31,379.55,377.11
2004.5,377.76,377.0,378.17,377.44,377.76,377.0
2004.5833333333333,375.83,377.33,376.04,377.57,375.83,377.33
2004.6666666666667,374.05,377.41,374.34,377.72,374.05,377.41
2004.75,374.22,377.69,374.43,377.88,374.22,377.69
2004.8333333333333,375.84,378.01,375.92,378.07,375.84,378.01
2004.9166666666667,377.44,378.33,377.38,378.25,377.44,378.33
2005.0,378.34,378.3,378.5,378.46,378.34,378.3
2005.0833333333333,379.61,378.89,379.39,378.67,379.61,378.89
2005.1666666666667,380.08,378.59,380.37,378.86,380.08,378.59
2005.25,382.05,379.35,381.79,379.08,382.05,379.35
2005.3333333333333,382.24,378.98,382.56,379.29,382.24,378.98
2005.4166666666667,382.08,379.61,381.96,379.51,382.08,379.61
2005.5,380.67,379.87,380.49,379.73,380.67,379.87
2005.5833333333333,378.67,380.14,378.43,379.94,378.67,380.14
2005.6666666666667,376.42,379.78,376.77,380.15,376.42,379.78
2005.75,376.8,380.28,376.88,380.35,376.8,380.28
2005.8333333333333,378.31,380.49,378.39,380.55,378.31,380.49
2005.9166666666667,379.96,380.86,379.86,380.73,379.96,380.86
2006.0,381.37,381.33,380.96,380.92,381.37,381.33
2006.0833333333333,382.02,381.3,381.82,381.09,382.02,381.3
2006.1666666666667,382.56,381.07,382.75,381.24,382.56,381.07
2006.25,384.37,381.66,384.11,381.39,384.37,381.66
2006.3333333333333,384.92,381.65,384.81,381.54,384.92,381.65
2006.4166666666667,384.03,381.55,384.14,381.68,384.03,381.55
2006.5,382.28,381.48,382.59,381.83,382.28,381.48
2006.5833333333333,380.48,381.95,380.47,381.98,380.48,381.95
2006.6666666666667,378.81,382.18,378.73,382.13,378.81,382.18
2006.75,379.06,382.55,378.79,382.27,379.06,382.55
2006.8333333333333,380.14,382.33,380.26,382.42,380.14,382.33
2006.9166666666667,381.66,382.56,381.69,382.57,381.66,382.56
2007.0,382.58,382.55,382.77,382.72,382.58,382.55
2007.0833333333333,383.71,382.99,383.61,382.87,383.71,382.99
2007.1666666666667,384.34,382.84,384.53,383.02,384.34,382.84
2007.25,386.23,383.52,385.9,383.18,386.23,383.52
2007.3333333333333,386.41,383.13,386.61,383.33,386.41,383.13
2007.4166666666667,385.87,383.38,385.96,383.49,385.87,383.38
2007.5,384.45,383.64,384.42,383.65,384.45,383.64
2007.5833333333333,381.84,383.32,382.3,383.82,381.84,383.32
2007.6666666666667,380.86,384.25,380.58,383.98,380.86,384.25
2007.75,380.86,384.37,380.65,384.14,380.86,384.37
2007.8333333333333,382.36,384.55,382.12,384.3,382.36,384.55
2007.9166666666667,383.61,384.51,383.56,384.44,383.61,384.51
2008.0,385.07,385.04,384.64,384.59,385.07,385.04
2008.0833333333333,385.84,385.12,385.47,384.73,385.84,385.12
2008.1666666666667,385.83,384.3,386.42,384.87,385.83,384.3
2008.25,386.77,384.02,387.79,385.02,386.77,384.02
2008.3333333333333,388.51,385.22,388.47,385.18,388.51,385.22
2008.4166666666667,388.05,385.58,387.8,385.35,388.05,385.58
2008.5,386.25,385.48,386.26,385.52,386.25,385.48
2008.5833333333333,384.08,385.6,384.14,385.69,384.08,385.6
2008.6666666666667,383.09,386.49,382.43,385.85,383.09,386.49
2008.75,382.78,386.29,382.51,386.01,382.78,386.29
2008.8333333333333,384.01,386.21,384.0,386.17,384.01,386.21
2008.9166666666667,385.11,386.01,385.43,386.32,385.11,386.01
2009.0,386.65,386.62,386.52,386.47,386.65,386.62
2009.0833333333333,387.12,386.4,387.37,386.63,387.12,386.4
2009.1666666666667,388.52,387.01,388.3,386.77,388.52,387.01
2009.25,389.57,386.84,389.69,386.94,389.57,386.84
2009.3333333333333,390.16,386.86,390.41,387.11,390.16,386.86
2009.4166666666667,389.62,387.12,389.77,387.29,389.62,387.12
2009.5,388.07,387.26,388.25,387.47,388.07,387.26
2009.5833333333333,386.08,387.57,386.15,387.68,386.08,387.57
2009.6666666666667,384.65,388.06,384.46,387.89,384.65,388.06
2009.75,384.33,387.86,384.58,388.1,384.33,387.86
2009.8333333333333,386.05,388.26,386.14,388.32,386.05,388.26
2009.9166666666667,387.49,388.39,387.65,388.54,387.49,388.39
2010.0,388.55,388.52,388.82,388.77,388.55,388.52
2010.0833333333333,390.07,389.35,389.73,388.99,390.07,389.35
2010.1666666666667,391.01,389.5,390.72,389.19,391.01,389.5
2010.25,392.38,389.64,392.15,389.39,392.38,389.64
2010.3333333333333,393.22,389.9,392.9,389.58,393.22,389.9
2010.4166666666667,392.24,389.73,392.26,389.77,392.24,389.73
2010.5,390.33,389.52,390.72,389.94,390.33,389.52
2010.5833333333333,388.52,390.01,388.58,390.11,388.52,390.01
2010.6666666666667,386.84,390.25,386.84,390.28,386.84,390.25
2010.75,387.16,390.7,386.91,390.43,387.16,390.7
2010.8333333333333,388.67,390.88,388.39,390.58,388.67,390.88
2010.9166666666667,389.81,390.72,389.83,390.72,389.81,390.72
2011.0,391.3,391.26,390.9,390.85,391.3,391.26
2011.0833333333333,391.92,391.19,391.72,390.98,391.92,391.19
2011.1666666666667,392.45,390.94,392.63,391.1,392.45,390.94
2011.25,393.37,390.62,394.0,391.23,393.37,390.62
2011.3333333333333,394.28,390.96,394.7,391.37,394.28,390.96
2011.4166666666667,393.69,391.18,394.03,391.53,393.69,391.18
2011.5,392.59,391.78,392.47,391.7,392.59,391.78
2011.5833333333333,390.21,391.71,390.34,391.87,390.21,391.71
2011.6666666666667,389.0,392.43,388.61,392.05,389.0,392.43
2011.75,388.93,392.48,388.7,392.23,388.93,392.48
2011.8333333333333,390.24,392.47,390.22,392.41,390.24,392.47
2011.9166666666667,391.8,392.71,391.7,392.59,391.8,392.71
2012.0,393.07,393.04,392.82,392.78,393.07,393.04
2012.0833333333333,393.35,392.62,393.7,392.96,393.35,392.62
2012.1666666666667,394.36,392.81,394.71,393.14,394.36,392.81
2012.25,396.43,393.65,396.14,393.34,396.43,393.65
2012.3333333333333,396.87,393.54,396.88,393.55,396.87,393.54
2012.4166666666667,395.88,393.38,396.24,393.76,395.88,393.38
2012.5,394.52,393.74,394.73,393.98,394.52,393.74
2012.5833333333333,392.54,394.06,392.65,394.22,392.54,394.06
2012.6666666666667,391.13,394.57,391.0,394.46,391.13,394.57
2012.75,391.01,394.56,391.16,394.7,391.01,394.56
2012.8333333333333,392.95,395.17,392.74,394.94,392.95,395.17
2012.9166666666667,394.34,395.25,394.28,395.17,394.34,395.25
2013.0,395.61,395.57,395.45,395.4,395.61,395.57
2013.0833333333333,396.85,396.11,396.38,395.63,396.85,396.11
2013.1666666666667,397.26,395.73,397.37,395.83,397.26,395.73
2013.25,398.35,395.59,398.82,396.04,398.35,395.59
2013.3333333333333,399.98,396.63,399.59,396.24,399.98,396.63
2013.4166666666667,398.87,396.34,398.96,396.45,398.87,396.34
2013.5,397.37,396.55,397.42,396.64,397.37,396.55
2013.5833333333333,395.41,396.91,395.29,396.83,395.41,396.91
2013.6666666666667,393.39,396.84,393.56,397.02,393.39,396.84
2013.75,393.7,397.27,393.64,397.2,393.7,397.27
2013.8333333333333,395.19,397.43,395.17,397.38,395.19,397.43
2013.9166666666667,396.82,397.74,396.65,397.55,396.82,397.74
2014.0,397.92,397.89,397.77,397.72,397.92,397.89
2014.0833333333333,398.1,397.36,398.64,397.89,398.1,397.36
2014.1666666666667,399.47,397.94,399.59,398.04,399.47,397.94
2014.25,401.33,398.56,400.99,398.21,401.33,398.56
2014.3333333333333,401.88,398.53,401.72,398.36,401.88,398.53
2014.4166666666667,401.31,398.76,401.04,398.52,401.31,398.76
2014.5,399.07,398.25,399.46,398.68,399.07,398.25
2014.5833333333333,397.21,398.72,397.3,398.84,397.21,398.72
2014.6666666666667,395.4,398.86,395.53,399.01,395.4,398.86
2014.75,395.65,399.23,395.61,399.18,395.65,399.23
2014.8333333333333,397.23,399.47,397.13,399.35,397.23,399.47
2014.9166666666667,398.79,399.71,398.63,399.53,398.79,399.71
2015.0,399.85,399.82,399.76,399.71,399.85,399.82
2015.0833333333333,400.31,399.57,400.65,399.9,400.31,399.57
2015.1666666666667,401.51,399.98,401.63,400.08,401.51,399.98
2015.25,403.45,400.68,403.08,400.29,403.45,400.68
2015.3333333333333,404.1,400.74,403.86,400.5,404.1,400.74
2015.4166666666667,402.88,400.33,403.26,400.74,402.88,400.33
2015.5,401.61,400.79,401.77,400.98,401.61,400.79
2015.5833333333333,399.0,400.51,399.71,401.26,399.0,400.51
2015.6666666666667,397.5,400.96,398.07,401.56,397.5,400.96
2015.75,398.28,401.88,398.28,401.86,398.28,401.88
2015.8333333333333,400.24,402.49,399.95,402.18,400.24,402.49
2015.9166666666667,401.89,402.81,401.59,402.49,401.89,402.81
2016.0,402.65,402.61,402.86,402.81,402.65,402.61
2016.0833333333333,404.16,403.42,403.87,403.12,404.16,403.42
2016.1666666666667,404.85,403.29,404.98,403.4,404.85,403.29
2016.25,407.57,404.75,406.51,403.68,407.57,404.75
2016.3333333333333,407.66,404.28,407.3,403.93,407.66,404.28
2016.4166666666667,407.0,404.47,406.67,404.17,407.0,404.47
2016.5,404.5,403.71,405.15,404.39,404.5,403.71
2016.5833333333333,402.24,403.79,403.03,404.61,402.24,403.79
2016.6666666666667,401.01,404.5,401.33,404.83,401.01,404.5
2016.75,401.5,405.1,401.46,405.04,401.5,405.1
2016.8333333333333,403.64,405.89,403.03,405.26,403.64,405.89
2016.9166666666667,404.55,405.48,404.54,405.45,404.55,405.48
2017.0,406.07,406.04,405.69,405.64,406.07,406.04
2017.0833333333333,406.64,405.9,406.57,405.82,406.64,405.9
2017.1666666666667,407.06,405.51,407.54,405.97,407.06,405.51
2017.25,408.95,406.16,408.95,406.14,408.95,406.16
2017.3333333333333,409.91,406.52,409.68,406.3,409.91,406.52
2017.4166666666667,409.12,406.55,409.0,406.46,409.12,406.55
2017.5,407.2,406.37,407.4,406.61,407.2,406.37
2017.5833333333333,405.24,406.76,405.2,406.76,405.24,406.76
2017.6666666666667,403.27,406.76,403.41,406.92,403.27,406.76
2017.75,403.64,407.25,403.46,407.06,403.64,407.25
2017.8333333333333,405.17,407.43,404.97,407.21,405.17,407.43
2017.9166666666667,406.75,407.68,406.45,407.36,406.75,407.68
2018.0,408.05,408.01,407.55,407.5,408.05,408.01
2018.0833333333333,408.34,407.6,408.41,407.66,408.34,407.6
2018.1666666666667,409.25,407.7,409.37,407.8,409.25,407.7
2018.25,410.3,407.5,410.8,407.98,410.3,407.5
2018.3333333333333,411.3,407.91,411.57,408.17,411.3,407.91
2018.4166666666667,410.88,408.3,410.95,408.4,410.88,408.3
2018.5,408.9,408.07,409.43,408.64,408.9,408.07
2018.5833333333333,407.1,408.62,407.34,408.91,407.1,408.62
2018.6666666666667,405.59,409.09,405.69,409.21,405.59,409.09
2018.75,405.99,409.62,405.89,409.5,405.99,409.62
2018.8333333333333,408.12,410.39,407.58,409.82,408.12,410.39
2018.9166666666667,409.23,410.16,409.22,410.13,409.23,410.16
2019.0,410.92,410.88,410.51,410.46,410.92,410.88
2019.0833333333333,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2019.1666666666667,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2019.25,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2019.3333333333333,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2019.4166666666667,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2019.5,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2019.5833333333333,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2019.6666666666667,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2019.75,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2019.8333333333333,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2019.9166666666667,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
